Complaint ID,Date submitted,Date received,Submitted via,State,Product,Sub-product,Issue,Sub-issue,Company public response,Company response to consumer
2493181,2017-05-24,2017-05-24,Postal mail,CA,Mortgage,Other type of mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4719543,2021-09-14,2021-09-14,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
7288865,2023-07-23,2023-07-23,Web,MA,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,0,In progress
2911374,2018-05-18,2018-05-18,Web,FL,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
7065902,2023-06-04,2023-06-04,Web,NC,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3393110,2019-10-02,2019-10-02,Web,CA,Checking or savings account,Checking account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3929813,2020-10-31,2020-10-31,Web,NY,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2806792,2018-02-07,2018-02-07,Web,OH,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
2488382,2017-05-18,2017-05-18,Web,PA,Mortgage,Other type of mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4571653,2021-07-25,2021-07-25,Web,TX,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4571674,2021-07-25,2021-07-25,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Can't stop withdrawals from your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5712161,2022-06-27,2022-06-27,Web,MD,Checking or savings account,Other banking product or service,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3149544,2019-02-12,2019-02-12,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Struggling to pay your bill,Credit card company won't work with you while you're going through financial hardship,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2806974,2018-02-08,2018-02-08,Web,GA,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2762381,2017-12-22,2017-12-22,Web,GA,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3161320,2019-02-12,2019-02-23,Referral,NC,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3162081,2019-02-12,2019-02-25,Referral,CA,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2808913,2018-02-09,2018-02-09,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Reporting company used your report improperly,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6555948,2023-02-10,2023-03-07,Web,NJ,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4456234,2021-06-13,2021-06-13,Web,GA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3580497,2020-03-26,2020-03-26,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5999738,2022-09-20,2022-09-20,Web,OH,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Delay in processing application,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3581530,2020-03-26,2020-03-26,Referral,IL,Checking or savings account,Other banking product or service,Managing an account,Funds not handled or disbursed as instructed,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2812083,2018-02-12,2018-02-12,Web,WA,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5953767,2022-09-06,2022-09-06,Web,CA,Credit card or prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Charged for a purchase or transfer you did not make with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3657140,2020-05-18,2020-05-18,Web,LA,Credit card or prepaid card,General-purpose credit card or charge card,Struggling to pay your bill,Credit card company won't work with you while you're going through financial hardship,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2813134,2018-02-13,2018-02-13,Postal mail,NJ,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3795056,2020-08-13,2020-08-13,Web,MI,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6757972,2023-03-27,2023-03-27,Web,IL,Checking or savings account,Checking account,Closing an account,Can't close your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5056867,2021-12-30,2021-12-30,Referral,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3394871,2019-10-02,2019-10-03,Referral,CA,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4292153,2021-04-09,2021-04-12,Referral,WA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4080861,2021-01-20,2021-01-20,Web,OR,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3880127,2020-10-03,2020-10-03,Web,WA,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6004982,2022-09-21,2022-09-21,Web,MN,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3387089,2019-09-26,2019-09-26,Web,FL,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2499635,2017-06-01,2017-06-01,Referral,CA,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4105681,2021-01-31,2021-01-31,Web,GA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
7243928,2023-07-12,2023-07-12,Phone,IL,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6003914,2022-09-21,2022-09-21,Web,TX,Checking or savings account,Checking account,Opening an account,Unable to open an account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4801361,2021-10-08,2021-10-12,Referral,CA,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4945832,2021-11-25,2021-11-25,Web,GA,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5536118,2022-05-03,2022-05-03,Referral,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3014014,2018-09-09,2018-09-09,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4076229,2021-01-19,2021-01-19,Web,FL,Mortgage,Conventional home mortgage,Closing on a mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2929851,2018-06-07,2018-06-07,Referral,AZ,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3524221,2020-02-07,2020-02-07,Web,NY,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5997173,2022-09-19,2022-09-19,Web,IL,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Money was not available when promised,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7047058,2023-05-30,2023-05-30,Web,FL,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5997587,2022-09-19,2022-09-20,Web,FL,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6757949,2023-03-27,2023-03-27,Web,FL,Checking or savings account,Savings account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3023936,2018-09-19,2018-09-19,Web,TX,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5997727,2022-09-20,2022-09-20,Web,IL,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2848657,2018-03-20,2018-03-20,Web,VA,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3275640,2019-06-14,2019-06-14,Web,GA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2824139,2018-02-23,2018-02-23,Referral,FL,Checking or savings account,Other banking product or service,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3868101,2020-09-27,2020-09-27,Web,IN,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
6320913,2022-12-14,2022-12-14,Web,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4215602,2021-03-13,2021-03-15,Referral,CA,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2850979,2018-03-21,2018-03-21,Web,TX,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
6001888,2022-09-20,2022-09-20,Web,MS,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4789466,2021-10-07,2021-10-07,Web,FL,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3720985,2020-06-29,2020-06-29,Web,PA,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6963541,2023-05-12,2023-05-12,Web,ID,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2690576,2017-10-02,2017-10-02,Web,FL,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4557697,2021-07-20,2021-07-20,Web,MD,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4056497,2021-01-08,2021-01-08,Phone,MA,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3820602,2020-08-29,2020-08-29,Web,FL,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3259207,2019-05-31,2019-05-31,Web,NY,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,Problem with a company's investigation into an existing issue,Difficulty submitting a dispute or getting information about a dispute over the phone,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3727386,2020-07-02,2020-07-13,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3586383,2020-03-30,2020-03-31,Web,FL,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2776978,2018-01-09,2018-01-09,Phone,CA,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2905438,2018-05-11,2018-05-14,Referral,TX,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7062505,2023-06-02,2023-06-02,Web,MA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6602305,2023-02-22,2023-02-22,Web,AK,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with customer service,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2760186,2017-12-19,2017-12-19,Web,MS,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4053923,2021-01-07,2021-01-07,Web,NY,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2760637,2017-12-19,2017-12-20,Referral,CT,Mortgage,Conventional home mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6026413,2022-09-27,2022-09-27,Web,CA,Mortgage,FHA mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3024962,2018-09-19,2018-09-24,Referral,KS,Checking or savings account,Checking account,Managing an account,Problem accessing account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
7195355,2023-06-29,2023-06-29,Web,AZ,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6565604,2023-02-13,2023-02-13,Web,CA,Checking or savings account,Checking account,Managing an account,Cashing a check,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6024310,2022-09-27,2022-09-27,Web,VA,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5997424,2022-09-19,2022-09-19,Web,NY,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7289100,2023-07-23,2023-08-08,Web,IL,Checking or savings account,Other banking product or service,Managing an account,Deposits and withdrawals,0,In progress
5998055,2022-09-20,2022-09-20,Web,IN,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7169281,2023-06-26,2023-06-26,Web,NC,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with customer service,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4835623,2021-10-22,2021-10-22,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
5965817,2022-09-09,2022-09-09,Web,CA,Credit card or prepaid card,Government benefit card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2918559,2018-05-11,2018-05-26,Referral,GA,Checking or savings account,Other banking product or service,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3777463,2020-08-03,2020-08-03,Web,OR,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4610460,2021-08-04,2021-08-06,Referral,NY,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3969042,2020-11-22,2020-11-22,Web,IN,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Privacy issues,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
7181723,2023-06-29,2023-06-29,Web,FL,Mortgage,FHA mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4449288,2021-06-10,2021-06-10,Referral,CA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4596379,2021-08-02,2021-08-02,Web,FL,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4922232,2021-11-18,2021-11-18,Web,RI,Mortgage,Conventional home mortgage,Closing on a mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2778325,2018-01-10,2018-01-10,Web,GA,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6024609,2022-09-27,2022-09-27,Phone,GA,Checking or savings account,CD (Certificate of Deposit),Opening an account,Didn't receive terms that were advertised,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6000037,2022-09-20,2022-09-20,Web,WA,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3473539,2019-12-19,2019-12-19,Referral,FL,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5743700,2022-07-07,2022-07-07,Web,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6974904,2023-05-14,2023-05-14,Web,PA,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3546525,2020-02-25,2020-02-27,Referral,MD,"Money transfer, virtual currency, or money service",Check cashing service,Problem with customer service,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6964418,2023-05-11,2023-05-11,Web,CA,Credit card or prepaid card,Government benefit card,Unexpected or other fees,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7289805,2023-07-23,2023-07-23,Web,CA,Checking or savings account,Other banking product or service,Managing an account,Fee problem,0,In progress
5108091,2022-01-14,2022-01-14,Web,NJ,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5991412,2022-09-17,2022-09-17,Web,IL,Mortgage,FHA mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5991391,2022-09-17,2022-09-17,Web,IL,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3547814,2020-02-26,2020-02-28,Referral,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4519222,2021-07-06,2021-07-06,Web,NJ,Credit card or prepaid card,Government benefit card,Trouble using the card,Problem using the card to withdraw money from an ATM,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3021575,2018-09-14,2018-09-21,Referral,NM,Checking or savings account,Checking account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3727616,2020-07-02,2020-07-15,Web,NJ,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5730671,2022-07-03,2022-07-03,Web,WA,Checking or savings account,Checking account,Problem caused by your funds being low,Bounced checks or returned payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3529788,2020-02-12,2020-02-12,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4166553,2021-02-25,2021-02-26,Web,TX,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
4365823,2021-05-10,2021-05-10,Web,IL,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7290419,2023-07-23,2023-07-23,Web,NV,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,0,In progress
2687841,2017-09-28,2017-09-28,Web,CT,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3146746,2019-02-08,2019-02-08,Web,TX,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Problem with personal statement of dispute,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2688167,2017-09-28,2017-09-29,Referral,CA,Mortgage,Other type of mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3146999,2019-02-08,2019-02-08,Web,AZ,Checking or savings account,Savings account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3037076,2018-10-04,2018-10-04,Web,CA,"Money transfer, virtual currency, or money service",Check cashing service,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2929824,2018-06-07,2018-06-07,Web,CA,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2479529,2017-05-09,2017-05-10,Fax,MA,Mortgage,Other type of mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4317296,2021-04-21,2021-04-21,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2918634,2018-05-07,2018-05-26,Referral,TX,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2773301,2018-01-05,2018-01-05,Web,AL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
6055661,2022-10-05,2022-10-05,Web,PA,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Delay in processing application,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3514090,2020-01-29,2020-01-29,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6067369,2022-10-09,2022-10-09,Web,FL,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2774994,2018-01-08,2018-01-08,Web,CA,Mortgage,Conventional home mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
4715519,2021-09-13,2021-09-13,Web,CA,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Collected or attempted to collect exempt funds,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3812664,2020-08-25,2020-08-25,Web,NY,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5994826,2022-09-19,2022-09-19,Web,VA,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3614832,2020-04-20,2020-04-20,Web,GA,"Payday loan, title loan, or personal loan",Installment loan,Getting the loan,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6043942,2022-10-03,2022-10-03,Web,IL,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
6043864,2022-10-03,2022-10-03,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2687575,2017-09-27,2017-10-04,Referral,AZ,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6679908,2023-03-12,2023-03-12,Web,NY,Mortgage,Conventional home mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
